大分類,中分類,教材コード,リリース,コース名,時間,形式,内容,"キャリアアップ
措置の種別",レッスン数,テスト有,システムID
人事・労務・総務,労務,HUMA02-003,〇,労働契約法の基礎知識,1:00:00,HTML,近年就業形態が多様化していることから、個別の労使トラブルも増加傾向にあります。本コースでは、労働契約法成立の背景から始まり、労働契約法における労働者・使用者の考え方、労働契約の基本的ルール、労働契約の締結・変更・終了時のポイント、労働基準法との関係などについて学習します。,職能別訓練,1,〇,6233
人事・労務・総務,労務,HUMA02-004,〇,厚生年金保険の基礎知識,1:00:00,HTML,厚生年金保険における給付とは、国民年金制度における基礎年金を土台としたプラスアルファの給付です。本コースでは、厚生年金制度の成り立ちや届出実務、標準報酬月額、老齢厚生年金、障害厚生年金、遺族厚生年金、離婚をした場合の特例などについて事例を交えてわかりやすく解説します。,職能別訓練,1,〇,6226
人事・労務・総務,労務,HUMA02-005,〇,セクシャル・ハラスメントの対策を学ぶ,1:00:00,HTML,本コースでは、まずセクシャル・ハラスメント（セクハラ）の概要や企業に及ぼす影響、セクハラの具体的ケースや裁判などの事例などを学びます。セクハラの基礎知識を理解した上で、セクハラの予防策やコンプライアンス、事後対応、被害者の救済手段について解説します。セクハラの対応策を理解しましょう。,職能別訓練,1,〇,6237
人事・労務・総務,労務,HUMA02-007,〇,セクハラ発生への対応策を学ぶ,1:00:00,HTML,職場でのセクシャルハラスメント（セクハラ）はどのような問題なのかということから、セクハラの種類、相談窓口の設置などの会社が講じるべき措置について解説します。セクハラには様々な種類があり、本人に自覚が無くてもセクハラとみなされることもあります。セクハラを正しく理解し、適切な対策をとりましょう。,職能別訓練,1,〇,6239
人事・労務・総務,労務,HUMA02-008,〇,セクシャルハラスメントの知識（初級）,1:00:00,HTML,セクハラ防止のために必要な対策は雇用管理上必要となります。本コースではどのような行為がセクハラに該当するかということやセクハラがもたらす損失、セクハラを起こさない考え方について解説します。セクハラは「そんなつもりはなかった」では済まされません。セクハラを正しく理解して対策しましょう。,職能別訓練,1,〇,6240
人事・労務・総務,労務,HUMA02-009,〇,セクシャルハラスメントの知識（中級）,1:00:00,HTML,セクハラの現状や女性差別的意識・男性優位的意識・優越的地位の乱用・男性中心性分化などのセクハラの原因、セクハラの予防策、コンプライアンス経営の意義や必要性、事業主が講ずべき措置について解説します。より具体的にセクハラの知識や企業が講ずべき措置への理解を深めましょう。,職能別訓練,1,〇,6241
人事・労務・総務,労務,HUMA02-010,〇,セクシャルハラスメントの知識（上級）,1:00:00,HTML,コプライアンス専門部署の設置や相談窓口の設置など、セクハラ防止のために講ずべき対策や、セクハラ発生してしまった後の対応方法や適用される法令、セクハラを行った従業員の処分などについて、より具体的に解説します。企業としてセクハラ防止の対策を適切に実施できるようになりましょう。,職能別訓練,1,〇,6242
人事・労務・総務,労務,HUMA02-011,〇,裁量労働制とは？,1:00:00,HTML,自由な働き方として注目されている裁量労働制について、正しく理解できていますか。本コースでは裁量労働制の概要や残業代の支払い、深夜労働、裁量労働制が適用される業務、実施手続き、裁量労働制を導入する際の留意点を解説します。企業・労働者ともに裁量労働制の正しい知識を身に着けましょう。,職能別訓練,1,〇,6253
人事・労務・総務,労務,HUMA02-012,〇,使用者が労働者に対する義務を学ぶ,1:00:00,HTML,本コースでは、労働契約やプライバシーの保護、健康配慮義務、賃金の全額支払義務、労働組合活動、安全配慮義務、労働災害の保証など、使用者が労働者に対してどのような義務を負うのか解説します。企業として労働者に何をしなければならないのか、損害賠償となるケースもふまえ、正しく理解しましょう。,職能別訓練,1,〇,6254
人事・労務・総務,労務,HUMA02-013,〇,直ぐに使える労務管理とは？,1:00:00,HTML,ワークライフバランスをはじめとする時短の流れの中で、労働時間管理は、労働基準政策の中心をなしています。本コースでは労働基準監督署の臨検や法定労働時間の基礎知識、36協定、時間外手当不払いの場合とその罰則、法律面の運用と実務上の運用など、労務管理についてケーススタディを交えて解説します。,職能別訓練,1,〇,6257
人事・労務・総務,労務,HUMA02-014,〇,派遣先のための労働者派遣法入門,1:00:00,HTML,労働者派遣の概要や業務請負との違い、労働者派遣の受入可能期間、派遣社員に問題がある場合の対応、派遣社員の管理体制、派遣社員に対するセクハラなど、労働者派遣について派遣社員を受け入れる会社の立場から知っておくべきことを解説します。派遣社員を適切に受け入れられるようになりましょう。,職能別訓練,1,〇,6260
